Basin Name,Watershed (USGS 4th Field Name),USGS 4th Field HUC,Record ID,Water Body (Stream/Lake),LLID,River Miles,Segment Length,Parameter,Season,Criteria,BeneficialUses,Status,AssessmentYear,Assessment Action,Suporting Data,Previous Status,Previous Action,Listing Year,Comments,Beach Name,EPA Beach ID,TMDLInfo,
Southern Oregon Coastal,South Umpqua,17100302,13118,Wood Creek,1.23E+12,0 to 4,4,Temperature,Year Round (Non-spawning),Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 23836 River Mile 1: From 6/17/2000 to 9/4/2003, 155 days with 7-day-average maximum > 16 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5699,Woodford Creek,1.23E+12,0 to 3.5,3.5,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM Data (Site at Mountain Grove): 7 day average of daily maximums of 65.3 with 18 days exceeded temperature standard (64) in 1995.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,23437,Bachelor Creek,1.23E+12,0 to 8.4,8.4,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 35747 River Mile 0.05 FROM 7/23/1999 To 7/23/1999 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,Umpqua,17100303,23447,Billy Creek,1.23E+12,0 to 5,5,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 34709 River Mile 4.93 FROM 9/26/2007 To 9/26/2007 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,Umpqua,17100303,24155,Blackwell Creek,1.24E+12,0 to 1.7,1.7,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 34708 River Mile 0.04 FROM 9/12/2007 To 9/12/2007 1 out of 1 (100%) samples outside MWCF regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,Umpqua,17100303,5778,Brush Creek,1.23E+12,0 to 7.4,7.4,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
8 sites from the mouth to the upper reaches of Brush Creek temperatures in 1994 where from mouth to headwaters 71.8/70.1/69.1/67.8/70.1/73.1/68.5/66.7/59.3°F all except the headwaters site show exceedance of temperature criteria.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,5785,Buck Creek,1.24E+12,0 to 0.7,0.7,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM (2 sites in 1997: at mouth, 66.0°F and in headwaters 62.7°F   Exceeded at mouth didn`t exceed at headwaters","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,5810,Bum Creek,1.24E+12,0 to 2.3,2.3,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
1995 data shows exceedance of temperature criteria, 7 day aver. max. 64.4°F","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,24105,Burke Creek,1.23E+12,0 to 2.7,2.7,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 33443 River Mile 0.48 FROM 8/15/2006 To 8/15/2006 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,Umpqua,17100303,21001,Calapooya Creek,1.23E+12,0 to 24.8,24.8,Dissolved Oxygen,October 15 - May 15,Spawning: Not less than 11.0 mg/L or 95% of saturation,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ] LASAR 12806 River Mile 9.9: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12802 River Mile 14: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12807 River Mile 12.7: From 1/23/1997 to 1/23/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12808 River Mile 6.9: From 1/23/1997 to 1/23/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 13071 River Mile 11.8: From 11/6/1997 to 11/6/1997, 1 out of 1 samples (100%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 13072 River Mile 11.5: From 11/6/1997 to 11/6/1997, 1 out of 1 samples (100%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12795 River Mile 22.1: From 1/23/1997 to 1/23/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12801 River Mile 14.1: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12796 River Mile 19.3: From 1/22/1997 to 10/15/2002, 0 out of 2 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12800 River Mile 14.1: From 1/23/1997 to 10/15/2002, 0 out of 2 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12798 River Mile 15.4: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12805 River Mile 9.9: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 13245 River Mile 12.7: From 10/15/2002 to 10/15/2002, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 10996 River Mile 0.5: From 1/24/1994 to 11/4/2003, 6 out of 39 samples (15%) < 11 mg/l and applicable % saturation.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,Umpqua,17100303,12247,Calapooya Creek,1.23E+12,0 to 36.1,36.1,Dissolved Oxygen,Year Round (Non-spawning),Cold water: Not less than 8.0 mg/l or 90% of saturation,Cold-water aquatic life,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 29001 River Mile 27.8: From 7/24/2002 to 7/24/2002, 0 out of 1 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ] LASAR 29000 River Mile 35.9: From 7/22/2002 to 7/24/2002, 0 out of 3 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ] LASAR 25177 River Mile 34.7: From 9/24/2002 to 9/24/2002, 0 out of 1 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12808 River Mile 6.9: From 7/15/1998 to 7/15/1998, 0 out of 1 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ] LASAR 13245 River Mile 12.7: From 7/15/1998 to 9/24/2002, 1 out of 8 samples (12%) < 8 mg/l and applicable % saturation.
Adequate information exists to show that dissolved oxygen falls below 8.0 mg/L as a 30-day mean minimum, 6.5 mg/L as a 7-day minimum mean, and 6.0 mg/L as an absolute minimum.
[DEQ] LASAR 13210 River Mile 34.7: From 7/8/1998 to 7/8/1998, 0 out of 1 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12805 River Mile 9.9: From 7/15/1998 to 7/15/1998, 1 out of 1 samples (100%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12794 River Mile 33.9: From 11/6/1997 to 11/6/1997, 0 out of 1 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12796 River Mile 19.3: From 7/22/2002 to 9/24/2002, 1 out of 5 samples (20%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12800 River Mile 14.1: From 7/15/1998 to 9/24/2002, 1 out of 8 samples (12%) < 8 mg/l and applicable % saturation.
Adequate information exists to show that dissolved oxygen falls below 8.0 mg/L as a 30-day mean minimum, 6.5 mg/L as a 7-day minimum mean, and 6.0 mg/L as an absolute minimum.
[DEQ/ODA - Salem] LASAR 12803 River Mile 25.3: From 7/15/1998 to 10/15/2002, 0 out of 9 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 10996 River Mile 0.5: From 6/27/1994 to 9/9/2003, 1 out of 34 samples (3%) < 8 mg/l and applicable % saturation.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,18307,Calapooya Creek,1.23E+12,0 to 18.7,18.7,E. Coli,FallWinterSpring,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODA - Salem] LASAR 12805 River Mile 9.9: From 1/22/1997 to 7/15/1998, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 13245 River Mile 12.7: From 7/15/1998 to 10/15/2002, 2 out of 9 samples (22%) > 406 organisms; maximum 30-day log mean of 0
[DEQ/ODA - Salem] LASAR 12808 River Mile 6.9: From 1/23/1997 to 7/15/1998, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[ODA] LASAR 12806 River Mile 9.9: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[ODA] LASAR 12802 River Mile 14: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[ODA] LASAR 12801 River Mile 14.1: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[DEQ/ODA - Salem] LASAR 12800 River Mile 14.1: From 1/23/1997 to 10/15/2002, 2 out of 10 samples (20%) > 406 organisms; maximum 30-day log mean of 0
[ODA] LASAR 12798 River Mile 15.4: From 1/22/1997 to 1/22/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[DEQ/ODA - Salem] LASAR 10996 River Mile 0.5: From 12/11/1995 to 11/4/2003, 11 out of 50 samples (22%) > 406 organisms; maximum 30-day log mean of 0
[ODA] LASAR 12807 River Mile 12.7: From 1/23/1997 to 1/23/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,18308,Calapooya Creek,1.23E+12,18.7 to 25.3,6.6,E. Coli,FallWinterSpring,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[ODA] LASAR 12804 River Mile 25.3: From 1/23/1997 to 1/23/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[ODA] LASAR 12795 River Mile 22.1: From 1/23/1997 to 1/23/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[DEQ/ODA - Salem] LASAR 12796 River Mile 19.3: From 1/22/1997 to 10/15/2002, 2 out of 8 samples (25%) > 406 organisms; maximum 30-day log mean of 0","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,5518,Calapooya Creek,1.23E+12,0 to 18.7,18.7,Flow Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing,"Cat 4C: Water quality limited, not a pollutant",2002,No action,"Searun Cutthroat and coho have severely depressed populations and low flows and flow alteration due to withdrawals have been identified as one of the limiting factors (ODFW, 92); IWR (59901) are often not met at USGS gage (14320700).",Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,Umpqua,17100303,5647,Calapooya Creek,1.23E+12,0 to 18.7,18.7,Habitat Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning,"Cat 4C: Water quality limited, not a pollutant",2002,No action,Streams contribute to the habitat of fish species protected by the Oregon Plan and the Stream Survey indicates that a majority of the 2-5 order streams in the watershed do not met either the Large Woody Debris Frequency (for 50%of the stream length 4 or more functional key pieces per 100 meters of stream) and/or Pool Frequency (60% of stream length there will be no more than 5-8 channel widths between pools) CSRI measures for habitat needs.,Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,Umpqua,17100303,5519,Calapooya Creek,1.23E+12,18.7 to 34,15.3,Habitat Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning,"Cat 4C: Water quality limited, not a pollutant",2002,No action,Streams contribute to the habitat of fish species protected by the Oregon Plan and the Stream Survey indicates that a majority of the 2-5 order streams in the watershed do not met either the Large Woody Debris Frequency (for 50%of the stream length 4 or more functional key pieces per 100 meters of stream) and/or Pool Frequency (60% of stream length there will be no more than 5-8 channel widths between pools) CSRI measures for habitat needs.,Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,Umpqua,17100303,18312,Calapooya Creek,1.23E+12,0 to 36.2,36.2,Iron,Year Round,Table 20 Toxic Substances,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2012,No status change,"2012 Data:
[ODEQ] STATION 10996 at RM 0.5 for 7 samples from 06/01/2000 to 10/18/2006, 0 of 0 valid samples exceed the 1000 ug/L criteria.
[ODEQ] STATION 33226 at RM 9.9 for 5 samples from 05/16/2006 to 10/18/2006, 0 of 0 valid samples exceed the 1000 ug/L criteria.
[ODEQ] STATION 12807 at RM 12.7 for 2 samples from 06/01/2000 to 10/10/2000, 0 of 0 valid samples exceed the 1000 ug/L criteria.
[ODEQ] STATION 12800 at RM 14.1 for 7 samples from 06/01/2000 to 10/18/2006, 0 of 3 valid samples exceed the 1000 ug/L criteria.
[ODEQ] STATION 12796 at RM 19.3 for 4 samples from 05/16/2006 to 10/18/2006, 0 of 0 valid samples exceed the 1000 ug/L criteria.
[ODEQ] STATION 12803 at RM 25.3 for 7 samples from 06/01/2000 to 10/18/2006, 0 of 0 valid samples exceed the 1000 ug/L criteria.
[ODEQ] STATION 33227 at RM 31 for 4 samples from 05/16/2006 to 10/18/2006, 0 of 0 valid samples exceed the 1000 ug/L criteria 

Previous Data:  [DEQ] LASAR 12800 River Mile 14.1: From 6/1/2000 to 10/10/2000, 0 out of 2 samples > applicable Table 20 criterion.
[DEQ] LASAR 12803 River Mile 25.3: From 6/1/2000 to 10/10/2000, 0 out of 2 samples > applicable Table 20 criterion.
[DEQ] LASAR 10996 River Mile 0.5: From 6/1/2000 to 10/10/2000, 0 out of 2 samples > applicable Table 20 criterion.
[DEQ] LASAR 13245 River Mile 12.7: From 6/1/2000 to 10/10/2000, 2 out of 2 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,Umpqua,17100303,5664,Calapooya Creek,1.23E+12,0 to 18.7,18.7,pH,Summer,pH 6.5 to 8.5,Water contact recreation; Salmonid fish spawning; Resident fish and aquatic life; Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODA - Salem] LASAR 12805 River Mile 9.9: From 7/15/1998 to 7/15/1998, 0 out of 1 samples (0%) outside pH criteria range 6.5 to 8.5.
[DEQ/ODA - Salem] LASAR 12808 River Mile 6.9: From 7/15/1998 to 7/15/1998, 0 out of 1 samples (0%) outside pH criteria range 6.5 to 8.5.
[DEQ/ODA - Salem] LASAR 10996 River Mile 0.5: From 6/27/1994 to 9/9/2003, 4 out of 29 samples (14%) outside pH criteria range 6.5 to 8.5.
[DEQ] LASAR 13245 River Mile 12.7: From 7/15/1998 to 9/24/2002, 3 out of 6 samples (50%) outside pH criteria range 6.5 to 8.5.
[DEQ/ODA - Salem] LASAR 12800 River Mile 14.1: From 7/15/1998 to 9/24/2002, 0 out of 7 samples (0%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (Site 402673; RM 0.4): 13%  (3 of 24) Summer values exceeded pH maximum standard (6.5 - 8.5) with a maximum value of 8.8 between WY 1986 - 1995.
Previous Assessment Year: 1998","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,18320,Calapooya Creek,1.23E+12,18.7 to 25.3,6.6,pH,Summer,pH 6.5 to 8.5,Resident fish and aquatic life; Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODA - Salem] LASAR 12796 River Mile 19.3: From 7/22/2002 to 9/24/2002, 2 out of 6 samples (33%) outside pH criteria range 6.5 to 8.5.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,13141,Calapooya Creek,1.23E+12,0 to 36.1,36.1,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 31186 River Mile 35.8: From 5/20/2002 to 9/19/2002, 30 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ/InSight] LASAR 10996 River Mile 0.5: From 7/6/2002 to 9/13/2002, 70 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ/InSight] LASAR 29000 River Mile 35.9: From 7/5/2002 to 9/23/2002, 13 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ/InSight] LASAR 30154 River Mile 15.1: From 6/23/2002 to 9/16/2002, 86 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,23499,Camp Creek,1.24E+12,0 to 20.4,20.4,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 34706 River Mile 2.16 FROM 9/24/2007 To 9/24/2007 1 out of 1 (100%) samples outside MWCF regional criteria.
LASAR 33429 River Mile 7.31 FROM 8/7/2006 To 8/7/2006 1 out of 1 (100%) samples outside MWCF regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,Umpqua,17100303,13244,Camp Creek,1.24E+12,0 to 20.5,20.5,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/InSight] LASAR 30147 River Mile 0.1: From 7/4/2002 to 10/11/2003, 63 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,13209,Carpenter Creek,1.24E+12,0 to 1.3,1.3,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 24148 River Mile 0: From 6/30/2000 to 7/15/2000, 16 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,13250,Cedar Creek,1.24E+12,0 to 3,3,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[NF - Siuslaw] LASAR 28049 River Mile 0.1: From 7/3/1999 to 10/1/2000, 9 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,24192,Charlotte Creek,1.24E+12,0 to 3.1,3.1,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 33428 River Mile 0.39 FROM 8/8/2006 To 8/8/2006 1 out of 1 (100%) samples outside MWCF regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,Umpqua,17100303,8513,Cleghorn Creek,1.24E+12,0 to 2.8,2.8,Temperature,September 15 - May 31,Spawning: 12.8 C,Salmonid fish spawning,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data:
LASAR 27900 RM 0.1: 9/99-5/00,  9 days with 7 DMA > 12.8 C.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,Umpqua,17100303,8350,Cook Creek,1.23E+12,0 to 2.9,2.9,Copper,Year Round,Table 20 Toxic Substances,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2012,No status change,"2012 Data:
[ODEQ] STATION 13116 at RM 1.3 for 3 samples from 04/05/2000 to 06/01/2000, 0 of 3 valid samples exceed the hardness dependent criteria 

Previous Data:  [DEQ] LASAR 13116 River Mile 1.3: From 11/7/1998 to 6/1/2000, 0 out of 4 samples > applicable Table 20 criterion.

Previous Data: 
LASAR 13116 RM 1.3: 2/5 samples > hardness dependent criteria.
Previous Assessment Year: 2002","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,,,,,
